"","text","subject_label","subject_predicted","structure_label","structure_predicted"
"7732","Make sure you tie this back to aggression. What did you learn from this study?",4,4,4,4
"7733","Your next sentence contains this information so you don’t need to state this",2,2,3,4
"7734","What about making sure that the chloroplasts are healthy?",3,3,4,2
"7735","supported",2,2,2,2
"7736","Year?",3,3,2,2
"7737","You had all fourth instar larva",3,3,2,2
"7738","Give some indication of the results here",2,2,4,4
"7739","Revise to make formal",2,2,4,3
"7740","You don’t need to state this, put the intext citation at the end and that will suffice",3,3,2,2
"7741","This sentence is unnecessary",2,2,2,2
"7742","can you be more precise. Amplitude of what",3,3,4,2
"7743","+/-? Report means +/- SDs before your stats.",3,3,2,2
"7744","Is this the only function of Ca++ in the presynaptic terminal? Is Ca++ necessary for exocytosis?",3,2,5,2
"7745","I don’t see how this information relates to decreased aggression in turbid waters.",4,4,4,4
"7746","State “We predict that…” and then state your hypothesis",4,2,2,2
"7747","Still need to have hypothesis in the abstract",2,2,3,4
"7748","Can you be more precise about this? Specify each of those values to the stimuli parameters that you used.",3,3,4,4
"7749","word choice",2,2,2,2
"7750","State your statistical test but you do not report the results of it in this section.",3,3,4,4
"7751","Quickly relate this back to a bigger picture. Why is it important to know how kale responds to differences in temperature?",4,4,4,5
"7752","Supported, not proved",2,2,2,2
"7753","Check the citation format",3,3,2,2
"7754","Need more in the figure captions.",3,3,3,2
"7755","Grammar",2,2,1,2
"7756","This goes in methods section. Indicate both your independent and dependent variables in Methods.",2,3,4,4
"7757","revise",2,2,3,2
"7758","Should mention that you used Hill reaction to quantify photosynthesis",3,3,4,2
"7759","Not significantly different; remember, a t-test is a comparison",3,3,2,2
"7760","Both models were? Can you describe the models in more detail?",4,3,4,2
"7761","Statistically larger or not?",3,3,4,2
"7762","The table should be included as a few sentences in your results, rather than a table.",3,3,4,4
"7763","Lower case p",2,2,2,2
"7764","Just specify the statistical test used",3,3,2,2
"7765","Use the averages of these data to make your graph.",3,3,4,4
"7766","You can combine figures 1-3 in just one figure. That will concentrate your results better. What is the response in your y-axis? I yhink you meant Amplitude of contraction (V)",3,3,4,4
"7767","Save this for the discussion.",2,2,4,4
"7768","You use a lot of words in these sentences, but you’re not conveying a lot of information. Make them more specific and use examples to get your points across. This also allows you to bring in more primary literature sources.",2,4,3,3
"7769","I would try to include the number of pulses and the width of each pulse (how long each pulse lasted).",3,3,2,2
"7770","Just say that there was significant difference between the groups (t = , df = , P = )",3,3,2,2
"7771","Is this a strong ending? Remember we want to bring it out to the big picture, and connect back to the introduction. Rework the structure of the discussion to leave the reader with a strong impression of why your work is important.",4,4,4,5
"7772","Delete this. Raw data should be in lab notebooks, but not lab reports",3,3,2,3
"7773","Label and figure caption# does not match",3,3,2,2
"7774","Ringers",3,3,2,2
"7775","This is not really scientifically written, so I would excluded",2,2,2,2
"7776","Can you say more about this? What types of shelters are found in the natural environment?In general, your intro needs to be fleshed out a bit more. The first sentence, for example, is pretty broad but doesn’t tell me much about biology or why we study behavior. Think about the links between evolution, behavior, and fitness, and then incorporate this idea of taking shelter into those concepts.",4,4,5,5
"7777","Getting results that do not support your hypothesis does not mean an error occurred in your experiment",4,4,3,3
"7778","What did you mean with this? Did you increase voltage of stimulation form 0 to 10 V in steps of 1V?",3,3,4,4
"7779","Missing the year",3,3,2,2
"7780","Is IGR the same than ecdysone? Just use the biological term.",3,2,2,2
"7781","percent",3,3,2,2
"7782","Talk more about what that study did/found and how it relates to what you will test or find an additional study to relate to yours",4,4,4,4
"7783","Remember, save any reasoning for he discussion!",2,2,4,4
"7784","You can just state that because your p-value is very high, you reject your hypothesis. You don’t need to talk about the null",2,3,2,4
"7785","Re write the hypothesis without saying based on the knowledge.",2,2,2,3
"7786","For…? You might want to say something like “We chose this species to test the role of Ach in muscle contraction because the…”",3,4,2,4
"7787","Highlight of this segment should have been reflected in the Abstract.",2,2,4,2
"7788","This sentence is confusing",2,2,2,2
"7789","What exactly do you mean by this?",2,3,7,2
"7790","Where’s the t-test for the weight ratio?",3,3,2,2
"7791","How do you know this? This should be cited",3,3,4,2
"7792","Compare your explanation to results and interpretations of previously published studies and cite them.If appropriate, describe the alternative explanations of your data. If there is another possible explanation for your data, what future experiments are needed to determine the best explanation?",4,4,5,3
"7793","No numbers. Remember this is a paragraph, not a recipe.",3,2,3,3
"7794","Explain the number of individuals in each group. You can mention in the first sentence that they had similar size. Is not necessary to say that 2 of them were 4 cm and the other 2 4.5 cm.",3,3,2,4
"7795","You don’t need to repeat all this again. You can just say that the same stimulation procedure was applied after injection to determine the new threshold.",3,3,2,4
"7796","Make a graph with 2 bars. Mean change in weight for control vs treatment.",3,3,4,4
"7797","What muscle?",3,3,2,2
"7798","This is true, but what about your observed results? There was still a bit of a difference, albeit an insignificant. Do you still think your hypothesis was valid? How can you justify it or explain your results using biology?",4,4,4,4
"7799","I wouldn’t list this as an error but a possible explanation for why your experiment may have been different from past experiments.",4,4,4,3
"7800","Any suggestions about its effect on hormones ???",4,2,5,2
"7801","I see no support for this whatsoever.",4,3,4,3
"7802","should indicate that %change formula was used to convert the absorbance data (raw data)",3,3,2,2
"7803","This is considered raw data and should not be included.",3,3,4,3
"7804","They should be different for the different groups, not both .7114",3,3,4,2
"7805","Check the citation formatting in the BioCore Guide pages  48-49.",3,3,3,3
"7806","If not important, why begin your intro with a description of it?",4,2,5,4
"7807","informal",2,2,3,3
"7808","Which hormones? In what organism?",3,3,2,4
"7809","Confusing. Revise.",2,2,3,3
"7810","Once again why will this happen? How? What did Kingsolver do in their experiment?",4,2,4,4
"7811","The definition of control and treatment group is better suited in the Methods. You could just mention a difference in the growth of animals under the influence of AzaMax.",2,3,4,4
"7812","You need to make it clear how this related to your study and what it did, because it isn’t apparent how it is related",4,4,3,3
